"Regions	""Works independently on medium to large complexity efforts", or in support of a Senior or Lead on larger effortsWorks with different technologies (infrastructure, mobile, MSR-facing), and/or with vendor partnerships or softwareServesÂ as an expert in a particular business or system domainIdentifies, engages and influences business stakeholders and Subject Matter ExpertsWorks with Digital Strategy team and other stakeholders to understand and validate business strategy and vision, and customer needsPartners with sponsors, stakeholders, and Information TechnologyÂ to facilitate, define and document relevant business processes, gaining an understanding of the needs, measures, and risksÂ and controls for the improvement areaServes as direct representative of the business with delivery teams, representing/reinforcing the customers' perspective throughout the product realization cycleWorks with the business process owners to develop metrics to manage and track benefits, adoption and risks to operationsAssists with project level plans related to schedule, scope and resourcesLeads, collaborates, and motivates a cross-functional team of user experience partners, designers, business analysts, developers, testers and others to develop, execute and release in alignment with program and/or product roadmapsManages, prioritizes, and assesses the impact of all work items, such as new features, defects, etc., including providing the decision to create, fix or defer at the project levelReviews, and when appropriate, accepts and prioritizes feedback and new requirements from stakeholdersReviews and accepts or declines output of development to ensure specified acceptance criteria have been completedServes as the business requirements expert, engaging and managing the work of subject matter specialists from the businessÂ Escalates issues and develops and recommends appropriate solutionsBachelors degreeÂ or equivalent work experienceFourÂ (4) years of relevant experience in process improvement, project delivery, business/requirements analysis or business operations/product lineFamiliarity or working knowledge with multiple technical software delivery methodologies (i.e., Agile, Waterfall)Working knowledge of Microsoft Office products and applicable databasesExperience in Process Engineering methodologies and Change Management practicesSAFe Practitioner (SP) CertificationBank Secrecy Act (BSA), Anti-Money Laundering (AML), Customer Due Diligence (CDD) and/or Office of Foreign Assets Control (OFAC) Business ExperienceSixÂ (6) years of relevant experience in process improvement, project delivery, business/requirements analysis or business operations/product line or relevant work experience with AgileAdvanced knowledge of multiple technical software delivery life cycles (i.e., Agile, Waterfall)Advanced knowledge of Business Management Methodology, Change Management practices and Process Engineering methodologiesThank you for your interest in a career at Regions. At Regions, we believe associates deserve more than just a job. We believe in offering performance-driven individuals a place where they can build a career --- a place to expect more opportunities. If you are focused on results, dedicated to quality, strength and integrity, and possess the drive to succeed, then we are your employer of choice.Regions is dedicated to taking appropriate steps to safeguard and protect private and personally identifiable information you submit. Â The information that you submit will be collected and reviewed by associates, consultants, and vendors of Regions in order to evaluate your qualifications and experience for job opportunities and will not be used for marketing purposes, sold, or shared outside of Regions unless required by law. Such information will be stored for a set period of time. You may review, modify, or update your information by visiting and logging into the careers section of the system.At Regions,Â the Digital Product OwnerÂ represents business stakeholders to elicit, understand, analyze, document, refine and communicate business needs, so that business and/or technical delivery teams can build effective solutions.Â  UnderstandsÂ customer needs, as well as business vision and strategy, to prioritize investment, business value and delivery.Â  Works collaborativelyÂ within multiple evolving development methodologies including iterative Agile and sequential Waterfall programs and projects.Â  Serves as the day to day decision maker and provides continual business guidance for the execution team.Â  Prioritizes the execution team's work so that it aligns with the sponsor's/business executive's strategies.Â  Leads," manages or orchestrates activities for completion and proper documentation of business requirements and validating metrics as appropriate for methodology and Enterprise controls.Â  Works with the business and Information TechnologyÂ delivery teams to identify and mitigate risks to include business operational risks.Primary ResponsibilitiesThis position is exempt from timekeeping requirements under the Fair Labor Standards Act and is not eligible for overtime pay. RequirementsPreferencesEEO/AA/Minorities/Females/Disabled/Veterans""	Digital Product Owner	https://regions.wd5.myworkdayjobs.com/en-US/Regions_Careers/job/Riverchase-OPS-Center--/Digital-Product-Owner_R23995",,,,,,,,,
"Regions	""Achieves branch targets and goals by identifying customer needs and providing appropriate guidance and perspective about Regions solutionsAchieves required levels of outbound phone calls using generated customer and prospect lead lists and prior customer conversationsEducates and advises customers on Regions Consumer and Business products and services", including all loan and deposit typesProvides a consistent optimal customer experience, including handling customerâ€™s transactional needs. This may include sharing responsibility for greeting customers and processing basic transactions to ensure customers bank when, where, and how they wantOwnership and resolution of customer issuesRefers customers to an internal team of experts when complex financial goals and needs are recognizedEnsures safe and sound banking practices including adherence to all applicable laws and regulationsHigh school diploma or GEDÂ 1-2 years previous banking and/or lending experience1-2 years experience handling cash in a bank environment1-2 years prior relationship based client consultationCollege degreeInsurance LicenseAbility to assist customers with digital banking offeringsStrong communication and customer focusAbility to handle multiple priorities simultaneouslyThank you for your interest in a career at Regions. At Regions, we believe associates deserve more than just a job. We believe in offering performance-driven individuals a place where they can build a career --- a place to expect more opportunities. If you are focused on results, dedicated to quality, strength and integrity, and possess the drive to succeed, then we are your employer of choice.Regions is dedicated to taking appropriate steps to safeguard and protect private and personally identifiable information you submit. Â The information that you submit will be collected and reviewed by associates, consultants, and vendors of Regions in order to evaluate your qualifications and experience for job opportunities and will not be used for marketing purposes, sold, or shared outside of Regions unless required by law. Such information will be stored for a set period of time. You may review, modify, or update your information by visiting and logging into the careers section of the system.This position offers an exciting opportunity for candidates with retail or sales experience that are interested in beginning a career with opportunities for growth, development and upward mobility. This role was previously known as a Financial Services Specialist.At Regions, our mission is to make life better for our customers and communities and we are looking for candidates committed to helping customers reach their financial goals by understanding and meeting customer needs.Â Financial Relationship Consultants are responsible for meeting with customers and prospects both in person and on the phone to determine their banking and financial solutions goals and needs, and meet those needs by proactively offering appropriate products, services, and guidance to achieve their financial goals. Â Â The successful candidate should be individually driven and competitive, as well as motivated to work as a team to achieve a common goal.Â This requires a candidate who is motivated by a fast paced and energetic environment," with the ability to provide personalized customer service. Â Â Primary Responsibilities:This position requires the tracking of time and is eligible for overtime under the non-exempt FLSA classification for hours worked in excess of 40 per week.This position is incentive eligible.This position requires registration with the national Mortgage Licensing System and Registry (NMLS). Please refer to (http://mortgage.nationwidelicensing.org) for more information.Minimum Requirements:Preferred Experience:Preferred Qualifications & Skills:EEO/AA/Minorities/Females/Disabled/Veterans""	Financial Relationship Consultant - Bassfield	https://regions.wd5.myworkdayjobs.com/en-US/Regions_Careers/job/Bassfield--/Financial-Relationship-Consultant---Bassfield_R23979",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Regions	""Achieves branch targets and goals by identifying customer needs and providing appropriate guidance and perspective about Regions solutionsAchieves required levels of outbound phone calls using generated customer and prospect lead lists and prior customer conversationsEducates and advises customers on Regions Consumer and Business products and services", including all loan and deposit typesProvides a consistent optimal customer experience, including handling customerâ€™s transactional needs. This may include sharing responsibility for greeting customers and processing basic transactions to ensure customers bank when, where, and how they wantOwnership and resolution of customer issuesRefers customers to an internal team of experts when complex financial goals and needs are recognizedEnsures safe and sound banking practices including adherence to all applicable laws and regulationsHigh school diploma or GEDÂ 1-2 years previous banking and/or lending experience1-2 years experience handling cash in a bank environment1-2 years prior relationship based client consultationCollege degreeInsurance LicenseAbility to assist customers with digital banking offeringsStrong communication and customer focusAbility to handle multiple priorities simultaneouslyThank you for your interest in a career at Regions. At Regions, we believe associates deserve more than just a job. We believe in offering performance-driven individuals a place where they can build a career --- a place to expect more opportunities. If you are focused on results, dedicated to quality, strength and integrity, and possess the drive to succeed, then we are your employer of choice.Regions is dedicated to taking appropriate steps to safeguard and protect private and personally identifiable information you submit. Â The information that you submit will be collected and reviewed by associates, consultants, and vendors of Regions in order to evaluate your qualifications and experience for job opportunities and will not be used for marketing purposes, sold, or shared outside of Regions unless required by law. Such information will be stored for a set period of time. You may review, modify, or update your information by visiting and logging into the careers section of the system.This position offers an exciting opportunity for candidates with retail or sales experience that are interested in beginning a career with opportunities for growth, development and upward mobility. This role was previously known as a Financial Services Specialist.At Regions, our mission is to make life better for our customers and communities and we are looking for candidates committed to helping customers reach their financial goals by understanding and meeting customer needs.Â Financial Relationship Consultants are responsible for meeting with customers and prospects both in person and on the phone to determine their banking and financial solutions goals and needs, and meet those needs by proactively offering appropriate products, services, and guidance to achieve their financial goals. Â Â The successful candidate should be individually driven and competitive, as well as motivated to work as a team to achieve a common goal.Â This requires a candidate who is motivated by a fast paced and energetic environment," with the ability to provide personalized customer service. Â Â Primary Responsibilities:This position requires the tracking of time and is eligible for overtime under the non-exempt FLSA classification for hours worked in excess of 40 per week.This position is incentive eligible.This position requires registration with the national Mortgage Licensing System and Registry (NMLS). Please refer to (http://mortgage.nationwidelicensing.org) for more information.Minimum Requirements:Preferred Experience:Preferred Qualifications & Skills:EEO/AA/Minorities/Females/Disabled/Veterans""	Financial Relationship Consultant - University	https://regions.wd5.myworkdayjobs.com/en-US/Regions_Careers/job/University-South-AL--/Financial-Relationship-Consultant---University_R23991-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Regions	""Provides a consistent optimal customer experience", primarily handling customersâ€™ transactional needs, including but not limited to performing teller activities such as deposits, withdrawals, payments, and balancingAnswers customer inquiries regarding products and services, fulfills basic servicing requests, and opens basic Consumer products such as checking and savings accountsWorks to create and establish relationships with customers, remaining well-informed about the customerâ€™s relationship with the bankEducates customers on standard consumer products, emerging bank technology and digital solutions such as mobile, online, and ATM offerings, all designed to make banking easierAssists branch and fellow team members with achieving goals by assisting with basic tasks to aid in customer problem resolutionRefers customers to an internal team of experts when more complex financial goals and needs are recognizedAchieves required levels of outbound phone calls using generated customer and prospect lead lists to educate customers on emerging technology and assist with meeting their financial needsEnsures safe and sound banking practices, including adherence to all applicable laws and regulationsÂ High school diploma or GEDAbility to assist customers with digital banking offeringsStrong customer focusAbility to handle multiple priorities simultaneously1-2 years prior banking, sales, and/or customer service experience2+ years prior cash handling or Teller experienceThank you for your interest in a career at Regions. At Regions, we believe associates deserve more than just a job. We believe in offering performance-driven individuals a place where they can build a career --- a place to expect more opportunities. If you are focused on results, dedicated to quality, strength and integrity, and possess the drive to succeed, then we are your employer of choice.Regions is dedicated to taking appropriate steps to safeguard and protect private and personally identifiable information you submit. Â The information that you submit will be collected and reviewed by associates, consultants, and vendors of Regions in order to evaluate your qualifications and experience for job opportunities and will not be used for marketing purposes, sold, or shared outside of Regions unless required by law. Such information will be stored for a set period of time. You may review, modify, or update your information by visiting and logging into the careers section of the system.This position offers an exciting opportunity for candidates with prior Teller, limited banking, or some retail sales experience who are interested in beginning a career with opportunities for growth, development and upward mobility.At Regions our mission is to make life better for our customers and communities. The purpose of this role is to create meaningful personal connections with customers, identify ways for Regions to meet customer needs, and assist in resolving end to end customer sales and service inquiries. Financial Relationship Specialists are responsible for providing an exceptional customer experience and contribute to improving the financial wellness of our customers. Â The successful candidate should be ambitious and adaptable with a desire to educate customers on the ability to bank when, where, and how they want. This requires an individual who is motivated by a fast paced and energetic environment," with the ability to provide personalized customer service.Primary Responsibilities:This position requires the tracking of time and is eligible for overtime under the non-exempt FLSA classification for hours worked in excess of 40 per week.This position is incentive eligible.Minimum Requirements:Skills & Qualifications:Preferred Experience:EEO/AA/Minorities/Females/Disabled/Veterans""	Financial Relationship Specialist - Clinton Plaza	https://regions.wd5.myworkdayjobs.com/en-US/Regions_Careers/job/Clinton-Ms--/Financial-Relationship-Specialist---Clinton-Plaza_R23989-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Regions	""Achieves branch targets and goals by identifying customer needs and providing appropriate guidance and perspective about Regions solutionsAchieves required levels of outbound phone calls using generated customer and prospect lead lists and prior customer conversationsEducates and advises customers on Regions Consumer and Business products and services", including all loan and deposit typesProvides a consistent optimal customer experience, including handling customerâ€™s transactional needs. This may include sharing responsibility for greeting customers and processing basic transactions to ensure customers bank when, where, and how they wantOwnership and resolution of customer issuesRefers customers to an internal team of experts when complex financial goals and needs are recognizedEnsures safe and sound banking practices including adherence to all applicable laws and regulationsHigh school diploma or GEDÂ 1-2 years previous banking and/or lending experience1-2 years experience handling cash in a bank environment1-2 years prior relationship based client consultationCollege degreeInsurance LicenseAbility to assist customers with digital banking offeringsStrong communication and customer focusAbility to handle multiple priorities simultaneouslyThank you for your interest in a career at Regions. At Regions, we believe associates deserve more than just a job. We believe in offering performance-driven individuals a place where they can build a career --- a place to expect more opportunities. If you are focused on results, dedicated to quality, strength and integrity, and possess the drive to succeed, then we are your employer of choice.Regions is dedicated to taking appropriate steps to safeguard and protect private and personally identifiable information you submit. Â The information that you submit will be collected and reviewed by associates, consultants, and vendors of Regions in order to evaluate your qualifications and experience for job opportunities and will not be used for marketing purposes, sold, or shared outside of Regions unless required by law. Such information will be stored for a set period of time. You may review, modify, or update your information by visiting and logging into the careers section of the system.This position offers an exciting opportunity for candidates with retail or sales experience that are interested in beginning a career with opportunities for growth, development and upward mobility. This role was previously known as a Financial Services Specialist.At Regions, our mission is to make life better for our customers and communities and we are looking for candidates committed to helping customers reach their financial goals by understanding and meeting customer needs.Â Financial Relationship Consultants are responsible for meeting with customers and prospects both in person and on the phone to determine their banking and financial solutions goals and needs, and meet those needs by proactively offering appropriate products, services, and guidance to achieve their financial goals. Â Â The successful candidate should be individually driven and competitive, as well as motivated to work as a team to achieve a common goal.Â This requires a candidate who is motivated by a fast paced and energetic environment," with the ability to provide personalized customer service. Â Â Primary Responsibilities:This position requires the tracking of time and is eligible for overtime under the non-exempt FLSA classification for hours worked in excess of 40 per week.This position is incentive eligible.This position requires registration with the national Mortgage Licensing System and Registry (NMLS). Please refer to (http://mortgage.nationwidelicensing.org) for more information.Minimum Requirements:Preferred Experience:Preferred Qualifications & Skills:EEO/AA/Minorities/Females/Disabled/Veterans""	Financial Relationship Consultant - Northside	https://regions.wd5.myworkdayjobs.com/en-US/Regions_Careers/job/Northside-Dr--/Financial-Relationship-Consultant---Northside_R24003-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Regions	""Ensures a consistent optimal customer experience at assigned branch. This may include sharing responsibility greeting customers and processing transactions to ensure customers bank when", where, and how they wantConducts outside sales efforts commensurate with market opportunity to generate new business clients, while also maintaining and expanding existing consumer and business banking relationshipsEducates associates, customers, and surrounding community about best practices to achieve and maintain financial wellness in addition to emerging bank technology and digital solutions such as mobile, online and ATM offerings, all designed to make banking easierÂ Leads small team of branch associates responsible for contributing to new revenue generation through identifying customer needs and providing appropriate guidance and perspective about Regions solutionsÂ Coaches and develops branch associates through execution of iConnect - the Region's Sales, Service and Coaching process, with considerable guidance from assigned mentor, senior level managers and internal support partnersOversees all business transactions and practices within span of control, ensuring compliance with all regulations, bank policies, procedures, and internal audit requirementsResolves escalated customer and associate issues and provides counseling to associates as needed in partnership with senior leadership and Human ResourcesManages recruiting and selection process for assigned branchMaintains relationships with Line of Business partners who assist customers when more complex financial needs are discoveredExcellent leadership, problem solving, communication, and customer service skillsAbility to provide effective feedback and guidanceAbility to exhibit mastery of key advice, guidance, and education conceptsHigh school diploma or GEDTwo (2) years of bank branch, sales, or sales management experienceCollege degreePrevious leadership experienceExpected to obtain an insurance license within 12 months and maintain continuing education for licensing requirementsÂ Thank you for your interest in a career at Regions. At Regions, we believe associates deserve more than just a job. We believe in offering performance-driven individuals a place where they can build a career --- a place to expect more opportunities. If you are focused on results, dedicated to quality, strength and integrity, and possess the drive to succeed, then we are your employer of choice.Regions is dedicated to taking appropriate steps to safeguard and protect private and personally identifiable information you submit. Â The information that you submit will be collected and reviewed by associates, consultants, and vendors of Regions in order to evaluate your qualifications and experience for job opportunities and will not be used for marketing purposes, sold, or shared outside of Regions unless required by law. Such information will be stored for a set period of time. You may review, modify, or update your information by visiting and logging into the careers section of the system.At Regions, a Branch Manager is responsible for maintaining an engaged, operationally sound, and high performing team dedicated to improving the financial wellness of our customers. As a Branch Manager, you are expected to be a player and coach, overseeing branch operations, directly managing associate performance, and providing guidance as needed to ensure associates are helping customers reach their financial goals by understanding and meeting customer needs. Branch Managers are expected to drive branch performance results through strong individual sales performance in addition to coaching and leadership, ensuring the team meets and exceeds branch sales, quality," and service goals while maintaining an operationally efficient and compliant branch.Primary Responsibilities:This position is incentive eligible.This position is exempt from timekeeping requirements under the Fair Labor Standards act and is not eligible for overtime pay.Skills & Competencies:Requirements:This position requires registration with the national Mortgage Licensing System and Registry (NMLS). Please refer to (http://mortgage.nationwidelicensing.org) for more information.Preferences:EEO/AA/Minorities/Females/Disabled/Veterans""	Branch Manager - Dogwood	https://regions.wd5.myworkdayjobs.com/en-US/Regions_Careers/job/Dogwood-Festival--/Branch-Manager---Dogwood_R24001-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Regions	""Achieves branch targets and goals by identifying customer needs and providing appropriate guidance and perspective about Regions solutionsAchieves required levels of outbound phone calls using generated customer and prospect lead lists and prior customer conversationsEducates and advises customers on Regions Consumer and Business products and services", including all loan and deposit typesProvides a consistent optimal customer experience, including handling customerâ€™s transactional needs. This may include sharing responsibility for greeting customers and processing basic transactions to ensure customers bank when, where, and how they wantOwnership and resolution of customer issuesRefers customers to an internal team of experts when complex financial goals and needs are recognizedEnsures safe and sound banking practices including adherence to all applicable laws and regulationsHigh school diploma or GEDÂ 1-2 years previous banking and/or lending experience1-2 years experience handling cash in a bank environment1-2 years prior relationship based client consultationCollege degreeInsurance LicenseAbility to assist customers with digital banking offeringsStrong communication and customer focusAbility to handle multiple priorities simultaneouslyThank you for your interest in a career at Regions. At Regions, we believe associates deserve more than just a job. We believe in offering performance-driven individuals a place where they can build a career --- a place to expect more opportunities. If you are focused on results, dedicated to quality, strength and integrity, and possess the drive to succeed, then we are your employer of choice.Regions is dedicated to taking appropriate steps to safeguard and protect private and personally identifiable information you submit. Â The information that you submit will be collected and reviewed by associates, consultants, and vendors of Regions in order to evaluate your qualifications and experience for job opportunities and will not be used for marketing purposes, sold, or shared outside of Regions unless required by law. Such information will be stored for a set period of time. You may review, modify, or update your information by visiting and logging into the careers section of the system.This position offers an exciting opportunity for candidates with retail or sales experience that are interested in beginning a career with opportunities for growth, development and upward mobility. This role was previously known as a Financial Services Specialist.At Regions, our mission is to make life better for our customers and communities and we are looking for candidates committed to helping customers reach their financial goals by understanding and meeting customer needs.Â Financial Relationship Consultants are responsible for meeting with customers and prospects both in person and on the phone to determine their banking and financial solutions goals and needs, and meet those needs by proactively offering appropriate products, services, and guidance to achieve their financial goals. Â Â The successful candidate should be individually driven and competitive, as well as motivated to work as a team to achieve a common goal.Â This requires a candidate who is motivated by a fast paced and energetic environment," with the ability to provide personalized customer service. Â Â Primary Responsibilities:This position requires the tracking of time and is eligible for overtime under the non-exempt FLSA classification for hours worked in excess of 40 per week.This position is incentive eligible.This position requires registration with the national Mortgage Licensing System and Registry (NMLS). Please refer to (http://mortgage.nationwidelicensing.org) for more information.Minimum Requirements:Preferred Experience:Preferred Qualifications & Skills:EEO/AA/Minorities/Females/Disabled/Veterans""	""Retail Banking: Financial Relationship Consultant (Banker) - Downtown Orlando Branch / Orlando"," FL""	https://regions.wd5.myworkdayjobs.com/en-US/Regions_Careers/job/Orlando-Main-111-N-Orange-Ave--/Retail-Banking--Financial-Relationship-Consultant--Banker----Downtown-Orlando-Branch---Orlando--FL_R22284",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Regions	""Provides a consistent optimal customer experience", primarily handling customersâ€™ transactional needs, including but not limited to performing teller activities such as deposits, withdrawals, payments, and balancingAnswers customer inquiries regarding products and services, fulfills basic servicing requests, and opens basic Consumer products such as checking and savings accountsWorks to create and establish relationships with customers, remaining well-informed about the customerâ€™s relationship with the bankEducates customers on standard consumer products, emerging bank technology and digital solutions such as mobile, online, and ATM offerings, all designed to make banking easierAssists branch and fellow team members with achieving goals by assisting with basic tasks to aid in customer problem resolutionRefers customers to an internal team of experts when more complex financial goals and needs are recognizedAchieves required levels of outbound phone calls using generated customer and prospect lead lists to educate customers on emerging technology and assist with meeting their financial needsEnsures safe and sound banking practices, including adherence to all applicable laws and regulationsÂ High school diploma or GEDAbility to assist customers with digital banking offeringsStrong customer focusAbility to handle multiple priorities simultaneously1-2 years prior banking, sales, and/or customer service experience2+ years prior cash handling or Teller experienceThank you for your interest in a career at Regions. At Regions, we believe associates deserve more than just a job. We believe in offering performance-driven individuals a place where they can build a career --- a place to expect more opportunities. If you are focused on results, dedicated to quality, strength and integrity, and possess the drive to succeed, then we are your employer of choice.Regions is dedicated to taking appropriate steps to safeguard and protect private and personally identifiable information you submit. Â The information that you submit will be collected and reviewed by associates, consultants, and vendors of Regions in order to evaluate your qualifications and experience for job opportunities and will not be used for marketing purposes, sold, or shared outside of Regions unless required by law. Such information will be stored for a set period of time. You may review, modify, or update your information by visiting and logging into the careers section of the system.This position offers an exciting opportunity for candidates with prior Teller, limited banking, or some retail sales experience who are interested in beginning a career with opportunities for growth, development and upward mobility.At Regions our mission is to make life better for our customers and communities. The purpose of this role is to create meaningful personal connections with customers, identify ways for Regions to meet customer needs, and assist in resolving end to end customer sales and service inquiries. Financial Relationship Specialists are responsible for providing an exceptional customer experience and contribute to improving the financial wellness of our customers. Â The successful candidate should be ambitious and adaptable with a desire to educate customers on the ability to bank when, where, and how they want. This requires an individual who is motivated by a fast paced and energetic environment," with the ability to provide personalized customer service.Primary Responsibilities:This position requires the tracking of time and is eligible for overtime under the non-exempt FLSA classification for hours worked in excess of 40 per week.This position is incentive eligible.Minimum Requirements:Skills & Qualifications:Preferred Experience:EEO/AA/Minorities/Females/Disabled/Veterans""	Financial Relationship Specialist (Rogers Main)	https://regions.wd5.myworkdayjobs.com/en-US/Regions_Careers/job/Rogers-Main-Office--/Financial-Relationship-Specialist--Rogers-Main-_R23996",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Regions	""Provides a consistent optimal customer experience", primarily handling customersâ€™ transactional needs, including but not limited to performing teller activities such as deposits, withdrawals, payments, and balancingAnswers customer inquiries regarding products and services, fulfills basic servicing requests, and opens basic Consumer products such as checking and savings accountsWorks to create and establish relationships with customers, remaining well-informed about the customerâ€™s relationship with the bankEducates customers on standard consumer products, emerging bank technology and digital solutions such as mobile, online, and ATM offerings, all designed to make banking easierAssists branch and fellow team members with achieving goals by assisting with basic tasks to aid in customer problem resolutionRefers customers to an internal team of experts when more complex financial goals and needs are recognizedAchieves required levels of outbound phone calls using generated customer and prospect lead lists to educate customers on emerging technology and assist with meeting their financial needsEnsures safe and sound banking practices, including adherence to all applicable laws and regulationsÂ High school diploma or GEDAbility to assist customers with digital banking offeringsStrong customer focusAbility to handle multiple priorities simultaneously1-2 years prior banking, sales, and/or customer service experience2+ years prior cash handling or Teller experienceThank you for your interest in a career at Regions. At Regions, we believe associates deserve more than just a job. We believe in offering performance-driven individuals a place where they can build a career --- a place to expect more opportunities. If you are focused on results, dedicated to quality, strength and integrity, and possess the drive to succeed, then we are your employer of choice.Regions is dedicated to taking appropriate steps to safeguard and protect private and personally identifiable information you submit. Â The information that you submit will be collected and reviewed by associates, consultants, and vendors of Regions in order to evaluate your qualifications and experience for job opportunities and will not be used for marketing purposes, sold, or shared outside of Regions unless required by law. Such information will be stored for a set period of time. You may review, modify, or update your information by visiting and logging into the careers section of the system.This position offers an exciting opportunity for candidates with prior Teller, limited banking, or some retail sales experience who are interested in beginning a career with opportunities for growth, development and upward mobility.At Regions our mission is to make life better for our customers and communities. The purpose of this role is to create meaningful personal connections with customers, identify ways for Regions to meet customer needs, and assist in resolving end to end customer sales and service inquiries. Financial Relationship Specialists are responsible for providing an exceptional customer experience and contribute to improving the financial wellness of our customers. Â The successful candidate should be ambitious and adaptable with a desire to educate customers on the ability to bank when, where, and how they want. This requires an individual who is motivated by a fast paced and energetic environment," with the ability to provide personalized customer service.Primary Responsibilities:This position requires the tracking of time and is eligible for overtime under the non-exempt FLSA classification for hours worked in excess of 40 per week.This position is incentive eligible.Minimum Requirements:Skills & Qualifications:Preferred Experience:EEO/AA/Minorities/Females/Disabled/Veterans""	Financial Relationship Specialist ( Northwest Cleveland )	https://regions.wd5.myworkdayjobs.com/en-US/Regions_Careers/job/Northwest-Cleveland--/Financial-Relationship-Specialist---Northwest-Cleveland--_R23994-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Regions	""Provides a consistent optimal customer experience", primarily handling customersâ€™ transactional needs, including but not limited to performing teller activities such as deposits, withdrawals, payments, and balancingAnswers customer inquiries regarding products and services, fulfills basic servicing requests, and opens basic Consumer products such as checking and savings accountsWorks to create and establish relationships with customers, remaining well-informed about the customerâ€™s relationship with the bankEducates customers on standard consumer products, emerging bank technology and digital solutions such as mobile, online, and ATM offerings, all designed to make banking easierAssists branch and fellow team members with achieving goals by assisting with basic tasks to aid in customer problem resolutionRefers customers to an internal team of experts when more complex financial goals and needs are recognizedAchieves required levels of outbound phone calls using generated customer and prospect lead lists to educate customers on emerging technology and assist with meeting their financial needsEnsures safe and sound banking practices, including adherence to all applicable laws and regulationsÂ High school diploma or GEDAbility to assist customers with digital banking offeringsStrong customer focusAbility to handle multiple priorities simultaneously1-2 years prior banking, sales, and/or customer service experience2+ years prior cash handling or Teller experienceThank you for your interest in a career at Regions. At Regions, we believe associates deserve more than just a job. We believe in offering performance-driven individuals a place where they can build a career --- a place to expect more opportunities. If you are focused on results, dedicated to quality, strength and integrity, and possess the drive to succeed, then we are your employer of choice.Regions is dedicated to taking appropriate steps to safeguard and protect private and personally identifiable information you submit. Â The information that you submit will be collected and reviewed by associates, consultants, and vendors of Regions in order to evaluate your qualifications and experience for job opportunities and will not be used for marketing purposes, sold, or shared outside of Regions unless required by law. Such information will be stored for a set period of time. You may review, modify, or update your information by visiting and logging into the careers section of the system.This position offers an exciting opportunity for candidates with prior Teller, limited banking, or some retail sales experience who are interested in beginning a career with opportunities for growth, development and upward mobility.At Regions our mission is to make life better for our customers and communities. The purpose of this role is to create meaningful personal connections with customers, identify ways for Regions to meet customer needs, and assist in resolving end to end customer sales and service inquiries. Financial Relationship Specialists are responsible for providing an exceptional customer experience and contribute to improving the financial wellness of our customers. Â The successful candidate should be ambitious and adaptable with a desire to educate customers on the ability to bank when, where, and how they want. This requires an individual who is motivated by a fast paced and energetic environment," with the ability to provide personalized customer service.Primary Responsibilities:This position requires the tracking of time and is eligible for overtime under the non-exempt FLSA classification for hours worked in excess of 40 per week.This position is incentive eligible.Minimum Requirements:Skills & Qualifications:Preferred Experience:EEO/AA/Minorities/Females/Disabled/Veterans""	Financial Relationship Specialist ( Kingsport Central Branch )	https://regions.wd5.myworkdayjobs.com/en-US/Regions_Careers/job/Kingsport-Central--/Financial-Relationship-Specialist---Kingsport-Central-Branch--_R22378-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
