"State Street	""Instructional Designer/TrainerInstructional Designer/TrainerJob Description:Under the direction of the Senior Manager of Educational Services", the Instructional Designer/Trainer designs training for clients and employees using a variety of modalities (instructor-led classroom and webinar, self-paced e-learning, blended) with emphasis on development of on-line content, as well as deliver instructor led training classes.  Responsibilities:Develop online training courses in line with existing training materials such as Instructor-led course guides, reference materials, activities, and certification exams.Audit existing content on an ongoing basis and determine recommendations and implement changes to course or curriculum.Review and revise material based on new system versions.Test, proofread, edit material developed by other team members.Deliver training to both employee and client participants, in traditional instructor-led training and blended training environments. (may require occasional travel)Must-Have Requirements:•  Minimum three years’ experience in a structured corporate training environment working on instructional design assignments• Some familiarity with fixed income and equity securities as a significant part of this job will be developing course material about trading securities• Familiarity or experience in some or all of the following: financial services, securities trading, fixed income, trading systems, security operations or accounting• Proficiency in Microsoft Office Suite• Intermediate instructional design skills (analysis, design, development, implementation, evaluation)• Intermediate e-learning development skills utilizing software including Captivate, Camtasia, or video editing applications•Experience developing interactive online modules• Strong written and oral communication skills (writing sample required)," experience in communicating effectively with a diverse group• Outstanding presentation and facilitation skills• Experience with technology training""	Instructional Designer/Trainer	https://statestreet.wd1.myworkdayjobs.com/en-US/Global/job/Burlington-Massachusetts/Instructional-Designer-Trainer_R-606769",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"State Street	A1-1	A1-1	https://statestreet.wd1.myworkdayjobs.com/en-US/Global/job/Tokyo-Japan/A1-1_R-575619",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"State Street	""Accountant", Associate 2Work PerformancePerform the end-to-end accounting processes that may include [but are not limited to]: accounting documents processing, payments preparation, preparation of financial statements , etcWork according to priorities and deadlines outlined by the Team LeaderTake responsibility for the quality of service to assigned clientsComplete your job-related tasks as designed by procedures and requested by the manager independentlyDevelop and maintain strong relationship with client, colleagues and key internal suppliersQualifications: At least 2 years of experience in similar areaAdvance Language skills, written and verbal in EnglishPC application knowledge and good Excel skill-set are necessaryUnderstands and can explain the money market and stock market transaction.Demonstrated good communication and interpersonal skillsAbility to work under time pressure, give accurate and timely deliveryPro-active approach, with initiative," detailed oriented and reliabilityAttention to detail crucial""	""Accountant"," Associate 2""	https://statestreet.wd1.myworkdayjobs.com/en-US/Global/job/Krakow-Poland/Accountant--Associate-2_R-607492",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"State Street	""Accounting Assistant",Assc1CashierJob Requirement-               Manage of bank settlement & cash reimbursement.-               Prepare monthly cash flow to monitor the company’s cash level.-               In charge of quarterly bank user recertification and cash inventory report-               Keep good communication with bank and related government authorities.-               Any other job assigned by managerEducation and Experience Requirements-               Bachelor degree or above, major in Accounting or Finance-               Have the accounting license-               1+ year working experience on finance or accounting positions is preferredSkills/Knowledge Requirements-               Have strong responsibility, honest and positive attitude towards the job.-               Proactive, reflective and can learn quickly.-               Good Communication and team work spirit.-               Fluent English skills, including listening, reading," writing and speaking.-               Computer proficient including spreadsheet and database applications""	""Accounting Assistant","Assc1""	https://statestreet.wd1.myworkdayjobs.com/en-US/Global/job/Hangzhou-China/Accounting-Assistant-Assc1_R-605710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"State Street	""Accounting Manager", OfficerJob DescriptionWork PerformancePerform the end-to-end accounting processes that may include [but are not limited to]: accounting documents processing, payments preparation, preparation of financial statements , etcWork according to priorities and deadlines outlined by the Team LeaderTake responsibility for the quality of service to assigned clientsComplete your job-related tasks as designed by procedures and requested by the manager independentlyDevelop and maintain strong relationship with client, colleagues and key internal suppliersAct as a source of technical expertise Provide guidance and support to team colleagues on technical, professional and client issues at the level of team’s daily dutiesDevelop and maintain strong relationship with client, colleagues and key internal suppliersQualifications: At least 7 years of experience in similar areaAdvance Language skills, written and verbal in EnglishPC application knowledge and good Excel skill-set are necessaryUnderstands and can explain the money market and stock market transaction.Demonstrated good communication and interpersonal skillsAbility to work under time pressure, give accurate and timely deliveryPro-active approach, with initiative," detailed oriented and reliabilityAttention to detail crucial""	""Accounting Manager"," Officer""	https://statestreet.wd1.myworkdayjobs.com/en-US/Global/job/Krakow-Poland/Accounting-Manager--Officer_R-607493",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"State Street	""Accounting Manager", VPThe Accounting Manager will primarily be responsible driving the month-end process, reconciliation review, and enhancement of financial statement preparation and internal review process. This position is also accountable for the ongoing oversight of process improvement margin analysis, and tracing costs back to underlying activities. The ideal candidate should have substantive knowledge of generally accepted accounting principles, practices, processes, and procedures and will be involved in laying the foundation of a scalable accounting function.What you will do:Responsible for driving the month-end close process, which includes balance sheet reconciliations, ad-hoc analyses, trial balance reviews, and financial statement preparation, while adhering to tight deadlinesResponsible for reviewing general ledger activity across all lines of businessImprove account reconciliation process, drive deadlines, enhance deliverables as they pertain to the month-end close and financial statement preparation processLiaise with outside firms for audit and tax mattersEstablish and maintain accounting policies and procedures," as well as identify new policies and areas of improvement.""	""Accounting Manager"," VP""	https://statestreet.wd1.myworkdayjobs.com/en-US/Global/job/Burlington-Massachusetts/Accounting-Manager--VP_R-605192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"State Street	""Accounting Manager", VPThe Accounting Manager will primarily be responsible driving the month-end process, reconciliation review, and enhancement of financial statement preparation and internal review process. This position is also accountable for the ongoing oversight of process improvement margin analysis, and tracing costs back to underlying activities. The ideal candidate should have substantive knowledge of generally accepted accounting principles, practices, processes, and procedures and will be involved in laying the foundation of a scalable accounting function.What you will do:Responsible for driving the month-end close process, which includes balance sheet reconciliations, ad-hoc analyses, trial balance reviews, and financial statement preparation, while adhering to tight deadlinesResponsible for reviewing general ledger activity across all lines of businessImprove account reconciliation process, drive deadlines, enhance deliverables as they pertain to the month-end close and financial statement preparation processLiaise with outside firms for audit and tax mattersEstablish and maintain accounting policies and procedures," as well as identify new policies and areas of improvement.""	""Accounting Manager"," VP""	https://statestreet.wd1.myworkdayjobs.com/en-US/Global/job/Burlington-Massachusetts/Accounting-Manager--VP_R-606199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"State Street	Agent de Transfert - LuxembourgObjectifs principaux de la fonction : Assurer réception et émissions des ordres de Souscription/Rachat Initiation et suivi des dénouements Rapports avec les émetteurs d’ordres et TA luxembourgeois et irlandais Rapport avec les sociétés de gestionPrincipales tâches et responsabilitésTraitement des ordres de souscriptions/rachats sur OPCVMTraitement des OSTUtilisation du systèmes de dénouementTraitement des ordres au nominatifS’assurer de respecter les procédures opérationnellesParticipation aux projets impactant le service (automatisation développement..)Profil du candidatFormation requiseBAC +4 minimumExpérience / compétences techniquesJeune diplômé ou première expérience en Back –Office et en projetQualités requisesRigueur bonne capacité d'analyse et de synthèseRéactif esprit d’équipe et très bon relationnel.Maîtrise des langues : Français/ Anglais Courant	Agent de Transfert - Luxembourg	https://statestreet.wd1.myworkdayjobs.com/en-US/Global/job/Puteaux-France/Agent-de-Transfert---Luxembourg_R-567468",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"State Street	""AIS Business Control AVPThe AIS Business Control Team AVP’s primary responsibilities are:Engage with BU client service delivery teams to assess current business control environment and implement controls to satisfy BCO control objectives Conduct Assurance Reviews and control testing to ensure control enhancements are performed effectivelyMonitor the timely resolution of risk and compliance issues with assigned business unitsManage/lead AIS Model Risk Management (MRM) quarterly and annual governance processesLead various business control or risk working groups / committeesDevelop and present periodic management reports for senior management and risk committeesAssist in generating process improvement ideasThe ideal candidate must possess the following:BA/BS required; Chartered Accountant preferred4-7+ years business", audit, or compliance experienceExceptional communication, analytical, and project managementAbility to act as a change agent and lead in a challenging environmentAbility to influence business unit leaders without direct oversightAbility to take initiative and self-manageProficient in Microsoft Excel, PowerPoint," and working knowledge in SharePointAbility to multitask and navigate competing priorities while persuading the Business Units to actively engage We offer:Employee savings planPremium life insurance packageVIP medical packageInternational operating environmentLanguage classesSoft skills trainingsTechnical workshopsDevelopment sessions with a mentorDiversity of opportunities across a range of challenging and highly complex activitiesTechnical or leadership career pathway""	AIS Business Control AVP	https://statestreet.wd1.myworkdayjobs.com/en-US/Global/job/OSL-POL-Offsite-Poland/AIS-Business-Control-AVP_R-594959",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"State Street	""AIS Client Services", VPClient Services and LiaisonLocal touch point for clients and parties associated with client transactions such as third-party trust banks, local office of investment managers, on all operational matters.Time zone and language support for query assistance and resolution in all operational matters including, but not limited to, those on deliverables such as BIS report, NaV statement," etc. Participate/coordinate tasks associated with new business via new fundsLiaise queries from local accounting advisor regarding the preparation of financial statements.Assist related parties for fund transactions ( subscription to the fund).Liaise queries on capital calls and foreign exchanges in a timely manner.Assist client and associated parties in using State Street information delivery applications""	""AIS Client Services"," VP""	https://statestreet.wd1.myworkdayjobs.com/en-US/Global/job/Tokyo-Japan/AIS-Client-Services--VP_R-585464",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"State Street	""AIS Financial Reporting", Assc 1Fund accountants are primarily responsible for the timely and accurate execution and reporting of net asset valuations (NAVs) for our clients’ accounts (funds). The fund accountant identifies, analyzes and substantiates impacts to the NAV. Critical functions performed include the processing and verification of all subscription and redemption activity (for unitized products), posting and monitoring of expense accruals, security transaction and corporate action review, monitoring of dividend and interest income and accruals, mark-to-market calculations, monitoring of securities pricing impacts, price dissemination and generating various accounting-based reporting. The fund accountant also reconciles various accounts, or reviews reconciliations prepared by others to ensure the integrity of the NAV. Lastly, you may also be involved with income distributions," help prepare financial statements or audit funds.?????????????????????????????????NAV??????????????????????NAV???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????NAV?????????????????????????????????????""	""AIS Financial Reporting"," Assc 1""	https://statestreet.wd1.myworkdayjobs.com/en-US/Global/job/Hangzhou-China/AIS-Financial-Reporting--Assc-1_R-607202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
