['Fifth Third Bank'],"GENERAL FUNCTION:

As part of the Systems Operation support discipline, the Lead Platform Engineer is responsible for leading operational support practices, projects and communication for operating software systems. This role coordinates with users andbusinesspartners and software vendors to determine requirements and support needs. Functions as technical lead and acts as liaison between business units. The Lead Platform Engineer will be expected to provide some level of direction to team member in the Senior Platform Engineer roles.

Responsible and accountable for risk by openly exchanging ideas and opinions, elevating concerns, and personally following policies and procedures as defined. Accountable for always doing the right thing for customers and colleagues, and ensures that actions and behaviors drive a positive customer experience. While operating within the Bank's risk appetite, achieves results by consistently identifying, assessing, managing, monitoring, and reporting risks of all types.

ESSENTIAL DUTIES & RESPONSIBILITIES:

1. Lead new and existing application administration support programs.
2. Assist with the planning and execution of system launches.
3. Establish calls to manage our vendors and offshore partners closely
4. Identify gaps in the process, create a plan and implement the practice within the team to enforce use of audit and risk compliance measures.
5. Acts as a liaison in creating Disaster Recovery documentation.
6. Executes on scripting for automation
7. Functions as the first point of contact and provides for 24/7 on-call coverage
8. Provides oversight and support documentation by establishing and following processes around the areas of issue handling, install, and application maintenance
9. Collaborate with others to troubleshoot and identify problems and drive teams towards a resolution
10. Execute on system capacity plans
11. Establish system monitoring solutions to meet the needs of the business
12. Stay current on industry knowledge and trends as it pertains to job functions
13. Other duties as assigned",Lead Platform Engineer,['https://jobcareer.53.com/sap/public/bc/ur/YEOPGL101307/standard/ExternalJobBoard/index.html'],Ohio
['Fifth Third Bank'],"GENERAL FUNCTION: Lead Collections Strategy analytics team that enables the development, roll-out, and continuous improvement of effective collections strategies through various analytically driven strategies, tactics and treatments in various channels. Develop, execute and analyze data-based strategies to manage and grow the effectiveness and efficiency of our Collections Group. Actively use analytics, testing, and other hypothesis-driven methods to make optimal Collections decisions and strategies.

ESSENTIAL DUTIES AND RESPONSIBILITIES:
• Develop, roll-out and continually optimize winning credit card Collections strategies
• Effectively lead a team of analysts and mentor their development
• Perform ad hoc and testing analyses in a fast paced and dynamic business environment
• Move quickly to identify, understand, and deliver solutions to address internal or external findings
• Develop ongoing Learning Agenda for the Collections Strategy team
• Lead analytics team production to drive high quality while efficiently managing a pipeline of analyses
• Work across functional groups to drive results and deliver on goals",Card Services - Manager Collections Strategy,['https://jobcareer.53.com/sap/public/bc/ur/YEOPGL101307/standard/ExternalJobBoard/index.html'],Ohio
['Fifth Third Bank'],"Lead Customer Service Representative – Bank Customer Service Rep

Job Description
If you are a dynamic and driven Customer Service Representative who has the desire to advance your career with a stable and highly regarded financial institution, join our Customer Service team at Fifth Third Bank! We are seeking dedicated Lead Customer Service Representatives to provide excellent customer service in daily transactions, customer inquiries and problem resolution in accordance with Fifth Third Bank policies. As a Lead Customer Service Representative with Fifth Third, you will refer customers to the appropriate business partners for product and service needs uncovered during business transactions and/or conversations. You will exercise considerable independent judgment as you perform daily office responsibilities alongside other staff members to maintain the efficient operation of the financial center. You will consistently meet and exceed sales referral goals as set by management, promote good customer relations with a friendly demeanor and willingness to help at all times and honor customer confidentiality. You will also continuously increase your professional knowledge and skill set through seminars and in-house training, act with confidence to find answers to customer questions and follow the Bancorp Code of Business Conduct and Ethics.

Job Responsibilities
As a Lead Customer Service Representative with Fifth Third Bank, you will develop rapport with the customer base, greet them by name, be responsive and timely with correspondence and problem resolutions and display a caring attitude. You will perform financial center opening and closing duties, provide cash withdrawal, check signing, transaction approvals and manage night deposits. You will also oversee the teller line, balance ATMs and vaults and process credit card applications.

Additional responsibilities of the Lead Customer Service Representative include:
•Initiating conversations with customers to uncover their needs and referring them to the appropriate business partners to meet personal and financial center referral and sales goals
•Personally maintaining a balancing record, finding and correcting errors and asking for help in this process as needed
•Handling customer issues with professionalism and seamlessly directing complex issues to management staff
•Training and developing new and current Customer Service Representatives and identifying other Customer Service Representatives who are capable of training new staff members
•Monitoring operations behind the Customer Service Representative line, delegating work and taking issues to the Customer Service Manager as needed
•Acting as the contact person for financial center personnel in regards to Customer Service Representative activity, answering questions and helping management to keep Customer Service Representatives up-to-date on all changes
•Maintaining up-to-date knowledge of financial center policies, procedures, products and services


Benefits
At Fifth Third Bank, we understand that our employees work tirelessly to provide customers with the best products and service possible. Therefore, we are proud to offer our Lead Customer Service Representatives a generous compensation and benefits package. We also offer a quarterly bonus based on overall financial center customer service performance and a monthly bonus based on sales and referrals. We believe in promoting from within and offer extensive online and in-class training opportunities for Lead Customer Service Representatives that wish to move up with us.

Additional benefits for the Lead Customer Service Representative include:
•Medical, dental and vision insurance
•Fifth Third Wellness Rewards for completing certain wellness activities
•Matched 401(K) retirement plan
•Profit sharing program
•Employee stock purchase plan
•Basic and supplemental life insurance
•Paid time-off for vacation, holidays, sick time, medical appointments and jury duty with the option to purchase more vacation time during open enrollment
•Disability insurance
•Voluntary personal accident insurance
•Pre-tax flexible spending account for healthcare, dependent care and parking/transit
•Education assistance
•Adoption assistance
•Employee assistance program
•Pet insurance
•Special banking discounts and privileges

For more information about who we are and what we do, please visit our website. We look forward to hearing from you!",Lead CSR / Teller - Chesterton BC - Full Time,['https://jobcareer.53.com/sap/public/bc/ur/YEOPGL101307/standard/ExternalJobBoard/index.html'],Indiana
['Fifth Third Bank'],"As a Banking Customer Service Rep with Fifth Third Bank, you will develop rapport with the customer base, greet them by name, be responsive and timely with correspondence and problem resolutions, process credit card applications and display a caring attitude. You will also continuously increase your professional knowledge and skill set through seminars and in-house training, act with confidence to find answers to customer questions and follow the Bancorp Code of Business Conduct and Ethics.

Additional responsibilities of the Banking Customer Service Rep include:
•Handling cash and processing customer transactions
•Initiating conversations with customers to uncover their needs and referring them to the appropriate business partners to meet personal and financial center referral and sales goals
•Personally maintaining a balancing record, finding and correcting errors and asking for help in this process as needed
•Handling customer issues with professionalism and seamlessly directing complex issues to management staff
•Maintaining up-to-date knowledge of financial center policies, procedures, products and services
•Performing daily office responsibilities alongside other staff members to maintain the efficient operation of the financial center.


Benefits
At Fifth Third Bank, we understand that our employees work tirelessly to provide customers with the best products and service possible. Therefore, we are proud to offer our Banking Customer Service Reps a generous compensation and benefits package. We also offer a quarterly bonus based on overall financial center customer service performance and a monthly bonus based on sales and referrals. We believe in promoting from within and offer extensive online and in-class training opportunities for Banking Customer Service Reps that wish to move up with us. In fact, you can start the training process to become a Lead Customer Service Representative as soon as you are hired!

Additional benefits for the Banking Customer Service Rep include:
•Medical, dental and vision insurance
•Fifth Third Wellness Rewards for completing certain wellness activities
•Matched 401(K) retirement plan
•Profit sharing program
•Employee stock purchase plan
•Basic and supplemental life insurance
•Paid time-off for vacation, holidays, sick time, medical appointments and jury duty with the option to purchase more vacation time during open enrollment
•Disability insurance
•Voluntary personal accident insurance
•Pre-tax flexible spending account for healthcare, dependent care and parking/transit
•Education assistance
•Adoption assistance
•Employee assistance program
•Pet insurance
•Special banking discounts and privileges

For more information about who we are and what we do, please visit our website. We look forward to hearing from you!",CSR / Teller - Chesterton BC - Part Time,['https://jobcareer.53.com/sap/public/bc/ur/YEOPGL101307/standard/ExternalJobBoard/index.html'],Indiana
['Fifth Third Bank'],"GENERAL FUNCTION: Selected candidates are intended to become a Retail Personal Banker I
after completing a 4-8 week on-boarding and education program that includes rotations in
Operations and Sales & Service. There will be a certification at the conclusion of the program to
provide selected candidates the opportunity to demonstrate skills necessary to successfully
perform a role within the Retail Personal Banker job family.
The Personal Banker I is a Financial Center position focused on using the consultative sales
process to proactively identify and meet the financial needs of customers or prospects. The
Personal Banker I maintains focus on acquiring new households and/or deepening existing customer
relationships through a variety of activities, including but not limited to lobby leadership (Financial
Centers) or aisle time (Bank Marts) and tele-consulting. This role is responsible for processing
teller transactions as well as working as a member of the platform staff.
Responsible and accountable for risk by openly exchanging ideas and opinions, elevating
concerns, and personally following policies and procedures as defined. Accountable for always
doing the right thing for customers and colleagues, and ensures that actions and behaviors drive
a positive customer experience. While operating within the Bank's risk appetite, achieves results
by consistently identifying, assessing, managing, monitoring, and reporting risks of all types.
ESSENTIAL DUTIES & RESPONSIBILITIES:
Sales/Goals Function:
o Use the consultative sales process and Financial Needs Assessment to build a thorough
customer profile and identify current and future financial needs.
o Maintain an in-depth knowledge of Retail consumer and small business products/services and
recommend appropriate solutions using our value proposition.
o Utilize CAMP and other approved Marketing tools to proactively reach out to customers and
set appointments for periodic financial reviews.
o Primarily focused on cross-selling to existing customer base and engaging in outside sales
activities (i.e. Membership Advantage onsite presentations, business sales calls, community
financial literacy events, etc.) as directed.
o Establish close working relationships with assigned Business Partners (Mortgage, Small
Business, Commercial and Investment), referring customers when appropriate to provide timely,
and holistic financial solutions.
o Consistently meet/exceed customer experience and individual/team production goals and
enhance year-over-year revenue growth as measured by the Financial Center P&L.
o Provide guidance to CSRs with respect to the sales and referral process.
Customer Service:
o Promote customer satisfaction with a friendly, helpful demeanor and professionalism.
o Act with confidence by answering customer questions and owning customer issues.
o Maintain a position of trust and responsibility by keeping all business confidential.
o Follow the Bancorp Code of Business Conduct and Ethics and other related policies,
maintaining ethical behavior at all times.
Bank Operations:
o Adhere to established policies and procedures while opening/servicing the full range of Retail
products.
o Participate in the consumer loan and bankcard process, owning sourced loans from application
through closing.
o Participate in the opening/closing process of the Financial Center or Bank Mart as directed by
the Financial Center Manager.
o Keep up to date on Retail procedures in place to mitigate fraudulent activity and unnecessary
risk or exposure.
SUPERVISORY RESPONSIBILITIES: None.",Retail Personal Banker Associate I.,['https://jobcareer.53.com/sap/public/bc/ur/YEOPGL101307/standard/ExternalJobBoard/index.html'],Michigan
['Fifth Third Bank'],"GENERAL FUNCTION: Selected candidates are intended to become a Retail Personal Banker I
after completing a 4-8 week on-boarding and education program that includes rotations in
Operations and Sales & Service. There will be a certification at the conclusion of the program to
provide selected candidates the opportunity to demonstrate skills necessary to successfully
perform a role within the Retail Personal Banker job family.
The Personal Banker I is a Financial Center position focused on using the consultative sales
process to proactively identify and meet the financial needs of customers or prospects. The
Personal Banker I maintains focus on acquiring new households and/or deepening existing customer
relationships through a variety of activities, including but not limited to lobby leadership (Financial
Centers) or aisle time (Bank Marts) and tele-consulting. This role is responsible for processing
teller transactions as well as working as a member of the platform staff.
Responsible and accountable for risk by openly exchanging ideas and opinions, elevating
concerns, and personally following policies and procedures as defined. Accountable for always
doing the right thing for customers and colleagues, and ensures that actions and behaviors drive
a positive customer experience. While operating within the Bank's risk appetite, achieves results
by consistently identifying, assessing, managing, monitoring, and reporting risks of all types.
ESSENTIAL DUTIES & RESPONSIBILITIES:
Sales/Goals Function:
o Use the consultative sales process and Financial Needs Assessment to build a thorough
customer profile and identify current and future financial needs.
o Maintain an in-depth knowledge of Retail consumer and small business products/services and
recommend appropriate solutions using our value proposition.
o Utilize CAMP and other approved Marketing tools to proactively reach out to customers and
set appointments for periodic financial reviews.
o Primarily focused on cross-selling to existing customer base and engaging in outside sales
activities (i.e. Membership Advantage onsite presentations, business sales calls, community
financial literacy events, etc.) as directed.
o Establish close working relationships with assigned Business Partners (Mortgage, Small
Business, Commercial and Investment), referring customers when appropriate to provide timely,
and holistic financial solutions.
o Consistently meet/exceed customer experience and individual/team production goals and
enhance year-over-year revenue growth as measured by the Financial Center P&L.
o Provide guidance to CSRs with respect to the sales and referral process.
Customer Service:
o Promote customer satisfaction with a friendly, helpful demeanor and professionalism.
o Act with confidence by answering customer questions and owning customer issues.
o Maintain a position of trust and responsibility by keeping all business confidential.
o Follow the Bancorp Code of Business Conduct and Ethics and other related policies,
maintaining ethical behavior at all times.
Bank Operations:
o Adhere to established policies and procedures while opening/servicing the full range of Retail
products.
o Participate in the consumer loan and bankcard process, owning sourced loans from application
through closing.
o Participate in the opening/closing process of the Financial Center or Bank Mart as directed by
the Financial Center Manager.
o Keep up to date on Retail procedures in place to mitigate fraudulent activity and unnecessary
risk or exposure.
SUPERVISORY RESPONSIBILITIES: None.",Retail Personal Banker Associate I.,['https://jobcareer.53.com/sap/public/bc/ur/YEOPGL101307/standard/ExternalJobBoard/index.html'],Michigan
['Fifth Third Bank'],"GENERAL FUNCTION: Selected candidates are intended to become a Retail Personal Banker I
after completing a 4-8 week on-boarding and education program that includes rotations in
Operations and Sales & Service. There will be a certification at the conclusion of the program to
provide selected candidates the opportunity to demonstrate skills necessary to successfully
perform a role within the Retail Personal Banker job family.
The Personal Banker I is a Financial Center position focused on using the consultative sales
process to proactively identify and meet the financial needs of customers or prospects. The
Personal Banker I maintains focus on acquiring new households and/or deepening existing customer
relationships through a variety of activities, including but not limited to lobby leadership (Financial
Centers) or aisle time (Bank Marts) and tele-consulting. This role is responsible for processing
teller transactions as well as working as a member of the platform staff.
Responsible and accountable for risk by openly exchanging ideas and opinions, elevating
concerns, and personally following policies and procedures as defined. Accountable for always
doing the right thing for customers and colleagues, and ensures that actions and behaviors drive
a positive customer experience. While operating within the Bank's risk appetite, achieves results
by consistently identifying, assessing, managing, monitoring, and reporting risks of all types.
ESSENTIAL DUTIES & RESPONSIBILITIES:
Sales/Goals Function:
o Use the consultative sales process and Financial Needs Assessment to build a thorough
customer profile and identify current and future financial needs.
o Maintain an in-depth knowledge of Retail consumer and small business products/services and
recommend appropriate solutions using our value proposition.
o Utilize CAMP and other approved Marketing tools to proactively reach out to customers and
set appointments for periodic financial reviews.
o Primarily focused on cross-selling to existing customer base and engaging in outside sales
activities (i.e. Membership Advantage onsite presentations, business sales calls, community
financial literacy events, etc.) as directed.
o Establish close working relationships with assigned Business Partners (Mortgage, Small
Business, Commercial and Investment), referring customers when appropriate to provide timely,
and holistic financial solutions.
o Consistently meet/exceed customer experience and individual/team production goals and
enhance year-over-year revenue growth as measured by the Financial Center P&L.
o Provide guidance to CSRs with respect to the sales and referral process.
Customer Service:
o Promote customer satisfaction with a friendly, helpful demeanor and professionalism.
o Act with confidence by answering customer questions and owning customer issues.
o Maintain a position of trust and responsibility by keeping all business confidential.
o Follow the Bancorp Code of Business Conduct and Ethics and other related policies,
maintaining ethical behavior at all times.
Bank Operations:
o Adhere to established policies and procedures while opening/servicing the full range of Retail
products.
o Participate in the consumer loan and bankcard process, owning sourced loans from application
through closing.
o Participate in the opening/closing process of the Financial Center or Bank Mart as directed by
the Financial Center Manager.
o Keep up to date on Retail procedures in place to mitigate fraudulent activity and unnecessary
risk or exposure.
SUPERVISORY RESPONSIBILITIES: None.",Retail Personal Banker Associate i,['https://jobcareer.53.com/sap/public/bc/ur/YEOPGL101307/standard/ExternalJobBoard/index.html'],Florida
['Fifth Third Bank'],"GENERAL FUNCTION:
As first line of defense, provides the holistic strategy for all Network Compliance activities and manages relationships for BIN Sponsorship services, including Payment Networks. This includes building and maintaining a Network Complianceprogramdesignedto identify, assess, mitigate and manage risk, ensuring the existence of appropriate product and process supervisory controls. Develops and maintains reporting that validates BIN Sponsorship performance alignment with the programguidelines andcontrols,as outlined in contractual terms, operating network rules and applicable industry regulations. This highly visible position will work across the various Bank lines of business to ensure understanding of operating issues, riskandopportunities, includingthe sound governance, administration and oversight of business activities. Works in conjunction with BIN Sponsorship entities to resolve performance issues and ensure compliance requirements are met. Evaluates theindustry,market, regulatory andoperating ru

Responsible and accountable for risk by openly exchanging ideas and opinions, elevating concerns, and personally following policies and procedures as defined. Accountable for always doing the right thing for customers and colleagues, and ensures thatactions and behaviors drive a positive customer experience. While operating within the Bank's risk appetite, achieves results by consistently identifying, assessing, managing, monitoring, and reporting risks of all types.

ESSENTIAL DUTIES AND RESPONSIBILITIES:
-Establish, maintain and enforce Network Compliance governance that includes first line of defense risk limits, with policies, processes and guidelines ensuring that risks are effectively identified, measured, monitored and controlled, consistentwiththeBanks's risk appetite.
-With oversight from the Director, Business Controls defines the strategies and implements controls, policies, procedures and guidelines to increase the effectiveness and efficiency of the Network Compliance program.
-Leverages strong regulatory and network operating rule knowledge to ensure compliance with all applicable laws, regulations, rules, standards and requirements.
-Proactively partners with Payment Networks and BIN sponsorship entities to ensure the Bank correctly anticipates, assesses and prepares for industry, as well as individual network product and service operating rule, compliance requirements.
-Effectively executes organization design and effectiveness to establish a structure that maximizes governance and productivity with the appropriate talent.
-Highlights control breakdowns, inadequate processes, and unexpected events and implements corrective actions to address process and control deficiencies. Quickly and efficiently resolves issues raised by the second and third line of defenseandexternalauditors, including Payment Network adhoc audits, both internally and with sponsored entities.
-Drive strategic and positive change to achieve BIN Sponsorship operating consistency and efficiency.
-Implement and communicate the organization's mission, goals and strategies regarding Business Controls – Network Compliance within the Enterprise Risk Management (ERM) framework.
-Influences Bank and BIN Sponsorship senior business managers and peers to ensure understanding and enforcement of strong risk and governance management while balancing business strategy.
-Manages and provides comprehensive reporting that captures and priorities key issues from the business, control functions, audit or other internal or external sources.
-Provides guidance and training on effective implementation and monitoring of Network Compliance within the enterprise risk management frameworks.
-Reviews BIN Sponsorship entity policies for completeness and adherence to the Bancorp's risk appetite.
-Partners with business managers & Business Process and Controls manager in creating and maintaining the regulatory inventory, including facilitation of review of regulatory and network operating rules changes, impact assessments, and communicationtokeystakeholders.
-Reviews self-identified issues submitted to determine alignment to Functional area and assign owner, including oversight, credible challenge and approval on severity.
-Manages and identifies operational risks in accordance with ERM, ensuring that adequate controls are in place to mitigate risks of all types.
-Coordinates the development of Network Compliance risk dashboards, combining information tracked at the enterprise level such as Key Risk Indicators, with information on top and emerging risks obtained through discussions with Paymentnetworksandsponsored entities.

SUPERVISORY RESPONSIBILITIES:
Responsible for providing employees timely, candid and constructive performance feedback; developing employees to their fullest potential and providing challenging opportunities that enhance employee career growth; developing the appropriate talentpooltoensure adequate bench strength and succession planning; recognizing and rewarding employees for accomplishments. Typically supervises several individual contributors and may supervise some managers.",Senior Manager Payment Card Network Compliance,['https://jobcareer.53.com/sap/public/bc/ur/YEOPGL101307/standard/ExternalJobBoard/index.html'],Ohio
['Fifth Third Bank'],"GENERAL FUNCTION:
The Product Owner will be responsible for:
.Partnering with Lines of Business teams, business functions, and IT teams to define product needs and opportunities within targeted line of business(es) and/or function
.Collaborating with business, technology, and analytics partners to prioritize, articulate and deliver new features from ideation through production release in Agile development, ensuring key outcomes are being met.
.Guide cross-functional product team the implementation of product roadmap deliverables, capabilities, and adoption, supporting business outcomes.
.Leading a robust, continuous prioritization process to maximize total value, risk mitigation, and other business benefits within targeted line of business(es) and/or function
.Driving key outcomes in support of regulatory & compliance needs, new revenue growth, process optimization, & other business-wide analytics needs.
.Staying informed on new technologies and pushing boundaries to introduce new and innovative solutions to build trust and exceed customer expectations and outcomes.
.Acting as a change agent for technologies and supporting processes by leveraging Agile practices to maximize results measured by performance and availability, business agility, technology freshness, and cost optimization

Responsible and accountable for risk by openly exchanging ideas and opinions, elevating concerns, and personally following policies and procedures as defined. Accountable for always doing the right thing for customers and colleagues and ensures thatactions and behaviors drive a positive customer experience. While operating within the Bank's risk assessment, achieves results by consistently identifying, assessing, managing, monitoring, and reporting risks of all types. Support and adhere to allgovernance processes as defined by Enterprise.

ESSENTIAL DUTIES & RESPONSIBILITIES:
.Inspire and motivate teams to deliver on the strategy and roadmap for continuous growth and improvement of product outcomes and experience.
.Drive an agile mindset across product teams. Lead in this transformation across peer teams and line of business partners.
.Transform from a project-based to a product-based organization. Partner with peer teams to drive this approach broadly.
.Collaborate with cross-functional teams to gain agreement/approval/guidance, including lines of business, operations, legal, compliance, information security, fraud, and related functions.
.Provide transparency and ongoing communications with line of business partners/key stakeholders.
.Ability to solve problems and make decisions in support of the team, with a focus on driving the greatest outcome for the product and the Bank.
.Collaborating with Agile Scrum team on all new feature development, level 3 tickets, including building backlog, contributing to/reviewing/approving user stories, sprint support, and QA testing; including participating in agile team ceremonies such assprint reviews/demos.
.Partner with level 1 / 2 support teams, if applicable, to understand all issues associated with the product.
.Engaging with research team to define and implement customer usability testing, concept. validation, and co-creation studies to gain insights and identify customer needs and solutions
.Continuous understanding of the customer. Partnering with design, user experience and analytics colleagues to ensure an intuitive customer-research led product features that meets customer needs.
.Maintain and provide product information to users and partners for training and other documentation
.Establish annual goals, objectives and outcomes for product(s); Track and monitor key performance indicators.
.Actively monitor industry trends; participate in industry forums, professional associations, conferences, etc.

SUPERVISORY RESPONSIBILITIES: None.",Lead Product Owner - Data Platform,['https://jobcareer.53.com/sap/public/bc/ur/YEOPGL101307/standard/ExternalJobBoard/index.html'],Ohio
['Fifth Third Bank'],"GENERAL FUNCTION: The Digital Product Owner Associate will be responsible for: 1) collaborating with design, technology, and analytics partners to manage new features from ideation through
production release in Agile development, 2) ensuring key metrics are being met, and 3) pushing
boundaries to introduce new and innovative digital solutions to build trust and exceed customer
expectations. Will work closely with line of business partners to understand business goals and
objectives and ensure our efforts are adding business and customer value.

Responsible and accountable for risk by openly exchanging ideas and opinions, elevating
concerns, and personally following policies and procedures as defined. Accountable for always
doing the right thing for customers and colleagues, and ensures that actions and behaviors drive a
positive customer experience. While operating within the Bank's risk appetite, achieves results by
consistently identifying, assessing, managing, monitoring, and reporting risks of all types.

ESSENTIAL DUTIES & RESPONSIBILITIES:
.Develop and maintain an appropriately prioritized backlog of user stories for implementation
.Work with lead project managers and technical leads to determine scope and priorities for
product development cycles
.Develop appropriately detailed specifications for product features so that they are clearly
understood by the development teams
.Collaborating with Agile Scrum team on all new feature development, including building backlog,
contributing to/reviewing/approving user stories, sprint support, and QA testing; including
participating in agile team ceremonies such as sprint reviews/demos.
.Engaging with research team to define and implement customer usability testing, concept
validation, and co-creation studies to gain insights and identify customer needs and solutions
.Partnering with design and user experience colleagues to ensure an intuitive customer-research
led UX/UI that meets customer needs
.Working with cross-functional teams to get buy-in/approval/guidance, including lines of business,
operations, legal, compliance, information security, fraud, and related functions
.Track and monitor key performance indicators
.Establish annual goals and objectives for products
.Provide transparency and ongoing communications with line of business partners/key stakeholders
.Maintain and provide product information to Servicing partners for contact center training
documentation
.Actively monitor industry trends; participate in industry forums, professional associations,
conferences, etc.

SUPERVISORY RESPONSIBILITIES: None.",Digital Product Owner Assoicate,['https://jobcareer.53.com/sap/public/bc/ur/YEOPGL101307/standard/ExternalJobBoard/index.html'],Ohio
