Morgan Stanley,POSITION SUMMARY The Registered Associate enhances the client experience by providing exceptional client service supporting Branch functions as needed assisting in safeguarding client assets and serving as administrative and operational support to Financial Advisors The Registered Associate is responsible for understanding firm policies procedures and digital capabilities that will allow them to interact with Financial Advisor teams as well as new and existing clients In order to perform daily business activities the Registered Associate is required to have active Series and or and Licenses DUTIES and RESPONSIBILITIES Maintain existing client relationships through the processing of client requests resolving client inquiries and making sure key client information and documentation is up to date Conduct outreach to maintain strong relationships with client base and identify Firm services and solutions such as digital online access and cash management offerings that support clients needs Onboard new client accounts which includes the collection of required documentation and client information Support the team s marketing strategy by maintaining marketing materials including digital and social media platforms and planning client events and seminars Prepare financial reports spreadsheets and other materials for client meetings Regularly seek opportunities to use firm resources for peer sharing and collaborating with Financial Advisors Proactively participate in firm initiatives directed by local management Actively engage in available training and education programs to maintain current status on policies procedures and risk awareness Input orders on behalf of Financial Advisor Perform administrative duties that support Financial Advisors in daily business practices including but not limited to telephone coverage business travel arrangements coordination of client meetings prepare travel expense reports and file calendar maintenanceQUALIFICATIONSEDUCATION EXPERIENCE KNOWLEDGE and SKILLS Education and or Experience Active Series and or Series and Two or more years of industry experience preferred High School Diploma Equivalency College degree preferred Knowledge Skills Strong industry product and branch procedures knowledge Detail oriented with superior organizational skills and ability to prioritize tasks Exceptional writing interpersonal and client service skills Strong computer skills and knowledge of Microsoft Office products Team player with the ability to collaborate with others Ability to work in a fast paced evolving environment Reports To Complex Business Service Officer or Business Service Manager Morgan Stanley EOE committed to diversifying its workforce M F D V,Registered Associate,https://ms.taleo.net/careersection/2/moresearch.ftl;jsessionid=4arnSxY8eNOOwoalVDMb6HPp4TBIYniVT83doaA4x_4pWQjKFxkl!-497835726
Morgan Stanley,POSITION SUMMARY The Portfolio Associate provides proactive support to Financial Advisors while maintaining client relationships and actively participating in marketing initiatives and seminars to further support the Financial Advisor s business growth The Portfolio Associate is responsible for understanding Firm policies procedures and digital capabilities that will allow him her to interact with Financial Advisor teams as well as new and existing clients In order to perform daily business activities the Portfolio Associate is required to have active Series and or Series and DUTIES and RESPONSIBILITIES Maintain existing client relationships through the processing of client requests resolving client inquiries and making sure key client information and documentation is up to date Conduct outreach to maintain strong relationships with client base and identify Firm services and solutions such as digital online access and cash management offerings that support clients needs Onboard new client accounts which includes the collection of required documentation and client information Support the team s marketing strategy by maintaining marketing materials including digital and social media platforms and planning client events and seminars Prepare financial reports spreadsheets and other materials for client meetings Regularly seek opportunities to use firm resources for peer sharing and collaborating with Financial Advisors Input orders at the direction of the Financial Advisor Participate in and receive cross training as well as assist with other operational functions as required Proactively participate in firm initiatives directed by local management Actively engage in available training and education programs to maintain current status on policies procedures and risk awareness Perform administrative duties that support Financial Advisors in daily business practices including but not limited to telephone coverage business travel arrangements coordination of client meetings prepare travel expense reports and file calendar maintenance Serve as a senior role model for other support staffQUALIFICATIONSEducation and or Experience Active Series and or Series and Minimum of years of post high school education and or work experience in a field relevant to the position Complete the pre requisite Portfolio Associate Training Curriculum Knowledge Skills Strong industry product and branch procedures knowledge Detail oriented with superior organizational skills and ability to prioritize tasks Exceptional writing interpersonal and client service skills Strong computer skills and knowledge of Microsoft Office products Team player with the ability to collaborate with others Ability to work in a fast paced evolving environment Reports To Complex Business Service Officer or Business Service Manager Morgan Stanley EOE committed to diversifying its workforce M F D VÊ,Portfolio Associate,https://ms.taleo.net/careersection/2/moresearch.ftl;jsessionid=4arnSxY8eNOOwoalVDMb6HPp4TBIYniVT83doaA4x_4pWQjKFxkl!-497835726
Morgan Stanley,Morgan Stanley is a leading global financial services firm providing a wide range of investment banking securities investment management and wealth management services The Firm s employees serve clients worldwide including corporations governments and individuals from more than offices in countries As a market leader the talent and passion of our people is critical to our success Together we share a common set of values rooted in integrity excellence and strong team ethic Morgan Stanley can provide a superior foundation for building a professional career a place for people to learn to achieve and grow A philosophy that balances personal lifestyles perspectives and needs is an important part of our culture Morgan Stanley Fixed Income Strats are seeking a highly talented and motivated quantitative developer to help build out our division wide risk and analytics platform Candidates will partner with COOs along with trading risk and sales managers to build out our platform to visualize and mine data identify trends and optimize resource allocation across the division QUALIFICATIONSSkills Required Bachelor s or Master s Degree in computer science financial engineering or related discipline years work experience years in financial services Working knowledge of at least fixed income asset class Experience with data science mining data identifying trends and basic statistics Ability to execute front to back i e work with salespeople to generate ideas all the way to coding up a solution Knowledge of current web technology stack HTML jquery angularjs bootstrap Knowledge of high level OOP language e g C Java C Strong verbal and written communication skills Ability to work independently in a fast paced environment Skills Desired Knowledge of python x Knowledge of Q KDB a plus Knowledge of shell scripting and unix environments a plus,Fixed Income Risk & Analytics Strategist,https://ms.taleo.net/careersection/2/moresearch.ftl;jsessionid=4arnSxY8eNOOwoalVDMb6HPp4TBIYniVT83doaA4x_4pWQjKFxkl!-497835726
Morgan Stanley,POSITION SUMMARY The Client Service Associate enhances the client experience by providing exceptional client service supporting Branch functions as needed assisting in safeguarding client assets and serving as administrative and operational support to Financial Advisors The Client Service Associate is responsible for understanding firm policies procedures and digital capabilities that will allow them to interact with Financial Advisor teams as well as new and existing clients DUTIES and RESPONSIBILITIES Maintain existing client relationships through the processing of client requests resolving client inquiries and making sure key client information and documentation is up to date Conduct outreach to maintain strong relationships with client base and identify Firm services and solutions such as digital online access and cash management offerings that support clients needs Onboard new client accounts which includes the collection of required documentation and client information Support the team s marketing strategy by maintaining marketing materials including digital and social media platforms and planning client events and seminars Regularly seek opportunities to use firm resources for peer sharing and collaborating with Financial Advisors Proactively participate in firm initiatives directed by local management Actively engage in available training and education programs to maintain current status on policies procedures and risk awareness Perform administrative duties that support Financial Advisors in daily business practices including but not limited to telephone coverage business travel arrangements coordination of client meetings prepare travel expense reports and file calendar maintenanceQUALIFICATIONSEDUCATION EXPERIENCE KNOWLEDGE and SKILLS Education and or Experience High School Diploma Equivalency College degree preferred Industry experience is a plus Willingness to obtain Series and or Series and Knowledge Skills Strong computer skills and knowledge of Microsoft Office products Exceptional interpersonal and client service skills Detail orientated with superior organizational skills Team player with the ability to collaborate with others Ability to work in a fast paced evolving environment Reports To Complex Business Service Officer or Business Service Manager Morgan Stanley EOE committed to diversifying its workforce M F D VÊ,Client Service Associate*,https://ms.taleo.net/careersection/2/moresearch.ftl;jsessionid=4arnSxY8eNOOwoalVDMb6HPp4TBIYniVT83doaA4x_4pWQjKFxkl!-497835726
Morgan Stanley,Responsibilities Gain industry and organizational knowledge through daily business interactions and job assignments Develop business financial and analytical skills needed for career in global wealth management and financial services Provide marketing and sales support to branches and their teams Perform market research Gain exposure to wealth management business products services and clients financial needs QUALIFICATIONSRequirements High school diploma required In pursuit of college degree preferable At least years of age Internships are intended to be positions that are for limited duration with a maximum duration ten months Strong desire to gain further understanding of the global wealth management business Effective communication and interpersonal skills both written and verbal Ability to work on a team Strong analytical skills and ability to interpret Morgan Stanley EOE committed to diversifying its workforce M F D VÊ,Intern *,https://ms.taleo.net/careersection/2/moresearch.ftl;jsessionid=4arnSxY8eNOOwoalVDMb6HPp4TBIYniVT83doaA4x_4pWQjKFxkl!-497835726
Morgan Stanley,Responsibilities Gain industry and organizational knowledge through daily business interactions and job assignments Develop business financial and analytical skills needed for career in global wealth management and financial services Provide marketing and sales support to branches and their teams Perform market research Gain exposure to wealth management business products services and clients financial needs QUALIFICATIONSRequirements High school diploma required In pursuit of college degree preferable At least years of age Internships are intended to be positions that are for limited duration with a maximum duration ten months Strong desire to gain further understanding of the global wealth management business Effective communication and interpersonal skills both written and verbal Ability to work on a team Strong analytical skills and ability to interpret Morgan Stanley EOE committed to diversifying its workforce M F D VÊ,Intern *,https://ms.taleo.net/careersection/2/moresearch.ftl;jsessionid=4arnSxY8eNOOwoalVDMb6HPp4TBIYniVT83doaA4x_4pWQjKFxkl!-497835726
Morgan Stanley,Morgan Stanley Morgan Stanley is a leading global financial services firm providing a wide range of investment banking securities investment management and wealth management services The Firm s employees serve clients worldwide including corporations governments and individuals from more than offices in countries The talent and passion of our people is critical to our continued success as a firm Together we share four core values rooted in integrity excellence and strong team ethic Putting Clients First Doing the Right Thing Leading with Exceptional Ideas Giving Back Morgan Stanley is committed to helping its employees build meaningful careers and we strive to be a place for people to learn achieve and grow Firm Risk Management Firm Risk Management FRM enables Morgan Stanley to achieve its business goals by partnering with business units across the Firm to realize efficient risk adjusted returns acting as a strategic advisor to the Board and protecting the Firm from exposure to losses as a result of credit market liquidity operational model and other risks Our mission is to serve as the follow roles Independent agent to set consistent principles and disciplines for risk management Strategic advisor to Firm management for setting risk appetite and allocating capital Industry leader to influence and meet regulatory standards You will collaborate with colleagues across FRM and the Firm to protect the Firm s capital base and franchise advise businesses and clients on risk mitigating strategies develop tools and methodologies to analyze and monitor risk contribute to key regulatory initiatives and report on risk exposures and metrics to enable informed and strategic decision making Through thoughtful analysis and clear communication we are best able to bring our ideas to the table and improve the Firm Firm Risk Management values diversity and is committed to providing a supportive and inclusive workplace for all employees Firm Risk Management s unique franchise promotes Flat flexible and integrated global organization Collaboration and teamwork Credible independent decision making Organizational influence Creative and practical solutions Meritocratic and diverse culture About the Role The Morgan Stanley Private Bank is seeking an Analyst or Associate to support the Wealth Management New Products Group This role will report to the Executive Director of the New Products Group Product types include Capital Call Subscription Facilities Fine Art Privately Held Assets and Executive Aircraft collateral types Location The Analyst or Associate will be based in the Purchase NY Westchester office days a week and in the New York City office days a week There are daily shuttles from the Morgan Stanley New York City office to the Purchase office Alternatively the role can be solely based in the Purchase office Responsibilities Support on going Credit Analysis and Underwriting for MS Wealth Management Clients Providing support to Underwriting and Portfolio Management Teams for Loan Approval Memos Annual Reviews Amendments PD LGDs and related systems database input and accuracy Coordination and maintenance of CRM Wealth Management Policies and Procedures Preparation of presentations decks for submission to senior management and or various MSPBNA governance bodies Interface with Credit Reporting Credit IT and CME Collateral Maintenance QUALIFICATIONSRequirements Bachelor s degree in Business Administration Finance Economics or related field of study years credit risk management lending experience with leading commercial investment bank with balance sheet and cash flow analytical skills Experience with any one of the following collateral types Capital Call Subscription Facilities Fine Art Privately Held Assets Executive Aircraft Familiarity with Regulatory Financial Reporting i e CCAR CECL Ability to effectively communicate verbally and in writing for the benefit of direct manager and up the line to MSPBNA CCO and Business Unit Proficient with Word Excel Power Point and Access Database with related programming skills Ability to work with minimal supervision to meet required deadlinesÊ,Credit Risk Analyst - CCSF & Illiquid Collateral Lending,https://ms.taleo.net/careersection/2/moresearch.ftl;jsessionid=4arnSxY8eNOOwoalVDMb6HPp4TBIYniVT83doaA4x_4pWQjKFxkl!-497835726
Morgan Stanley,Company Profile Morgan Stanley is a leading global financial services firm providing a wide range of investment banking securities investment management and wealth management services The Firm s employees serve clients worldwide including corporations governments and individuals from more than offices in countries As a market leader the talent and passion of our people is critical to our success Together we share a common set of values rooted in integrity excellence and strong team ethic Morgan Stanley can provide a superior foundation for building a professional career a place for people to learn to achieve and grow A philosophy that balances personal lifestyles perspectives and needs is an important part of our culture Department Profile Finance Department The Finance Division reports to the Chief Financial Officer and consists of some employees worldwide Finance protects the Morgan Stanley franchise by serving as guardian of the Firm s books and records and by contributing to Firm wide risk management and risk reduction This division maintains relationships with Morgan Stanley s various industry and government regulators and also serves as the conduit of financial information to the outside investment community Finance plays a critical role as advisor to Morgan Stanley s various businesses and its senior management team Tax Department The Tax Department reports to the Deputy Chief Financial Officer and consists of some employees worldwide The Tax department ensures compliance with income and indirect tax filings and monitors tax regulations and legislation In addition it calculates reports and discloses all of the Firm s tax related expenses The department also plans and manages the Firm s domestic and international tax strategies and advises Firm management and business units on business products location and structure Job Overview There is an immediate opening in Morgan Stanley s Corporate Tax department for a Manager Senior Manager position in the State and Local Tax Group The role will involve tax coverage of all state and local jurisdictions with respect to tax return filings as well as tax provision responsibilities Additionally the role will entail being responsible for managing the State and local tax system and create process efficiencies and controls The ideal candidate is a professional with a strong tax or accounting background and an interest in leveraging technology to develop sound processes Responsibilities The individual will be responsible for preparation and review of state income tax returns state apportionment state income tax provision audit support and state and local tax analytics for multiple legal entities across different businesses Core responsibilities will include Tax compliance management oversight and the preparation for a high volume of state and local returns including several combined unitary state tax returns in a time sensitive environment Active participation in preparation of state and local tax forms and schedules Preparation and review of state tax apportionment across all Morgan Stanley entities Preparation and review of unitary and combined state and local tax returns Calculate monthly and quarterly state marginal tax rates and state effective tax rates Preparation and review of quarterly tax provisions as part of consolidated tax provision Reconciling balance sheet tax accounts Tax analysis planning and analytics Tax audit support including responding to state IDRs Working with outside service providers Special projects such as Amended Returns RAR s QUALIFICATIONSJob Requirements years of state and local tax compliance and provision experience preferably in a large corporate environment or a large accounting firm Strong managerial skills with a hands on approach Strong communication skills Strong analytic organizational and interpersonal skills Experience covering complex state tax issues in a real time environment Significant state tax compliance and ASC experience must year accounting degree CPA MS or MBA in Tax preferred Financial services industry experience preferable but not required,State and Local Tax Manager,https://ms.taleo.net/careersection/2/moresearch.ftl;jsessionid=4arnSxY8eNOOwoalVDMb6HPp4TBIYniVT83doaA4x_4pWQjKFxkl!-497835726
Morgan Stanley,POSITION SUMMARY The Consulting Group CG Analyst participates in overall business development of clientele by developing customized Financial Plans Asset Allocation proposals designing tailored reporting for new and existing clients and creating and executing marketing strategies to attract new clients The CG Analyst is also responsible for matters of technical policy and standards presentation materials and performance measurement for technically advanced accounts DUTIES and RESPONSIBILITIES Prepares performance measurement for clients which involves computing account performance analyzing investment portfolio holdings and generating quarterly investment performance monitors Develops presentation materials and proposals to assist Financial Advisors in obtaining clients business May participate in or conduct client account meetings with or on behalf of the Financial Advisor Engages in interactive dialogue with clients and prospects to determine investment objectives current portfolio status risk tolerance and other information necessary to craft comprehensive financial strategy in conjunction with the Financial Advisor Synthesizes client prospect data to develop customized financial plans asset allocation proposals utilizing Firm s proprietary software tools Designs and produce strategy reports and other types of communications for Financial Advisors to use with clients and prospects as part of the overall marketing initiative Provides individualized recommendations to the Financial Advisor regarding client situations and their investment managers using Consulting Group manager research Develops Statement of Investment Policy for clients in coordination with Financial AdvisorsQUALIFICATIONSEducation and or Experience Minimum of years of post high school education and or work experience in a field relevant to the position required Four year college degree or professional certification preferred Active Series and or as required by individual states Additional product licenses may be required Knowledge Skills Ability to measure performance of clients portfolios Successful completion of the Essentials of Investment Consulting certificate course administered through IMCA or holds the CIMA or CFA designation Proficient in applicable software applications including PARis Orion Zephyr etc Financial industry and product knowledge preferred Effective written and verbal communication skills Knowledge of applicable compliance rules and regulations and firm policies Ability to work independently Reports to Business Service Manager with potential dual report to a Group Director Morgan Stanley EOE committed to diversifying its workforce M F D VÊ,Consulting Group Analyst,https://ms.taleo.net/careersection/2/moresearch.ftl;jsessionid=4arnSxY8eNOOwoalVDMb6HPp4TBIYniVT83doaA4x_4pWQjKFxkl!-497835726
Morgan Stanley,Company Profile Morgan Stanley is a leading global financial services firm providing a wide range of investment banking securities investment management and wealth management services The Firm s employees serve clients worldwide including corporations governments and individuals from more than offices in countries As a market leader the talent and passion of our people is critical to our success Together we share a common set of values rooted in integrity excellence and strong team ethics Morgan Stanley can provide a superior foundation for building a professional career a place for people to learn to achieve and grow A philosophy that balances personal lifestyles perspectives and needs is an important part of our culture Department Profile Professionals within Legal and Compliance provide a wide range of services to our business units They might help to structure a complex and sensitive cross border transaction advise on a new product introduction develop a training program or defuse an investor dispute They preserve the firm s invaluable reputation for integrity and protect the firm from sanctions with policies and procedures that meet regulatory requirements around the world They also strive to maintain cooperative relationships with governmental policy makers and the regulatory and self regulatory agencies that govern the firm s businesses Background on the Team The Global Compliance Department manages a Firmwide Compliance Risk Management program including Compliance risks that transcend business lines legal entities and jurisdictions of operation The Institutional Securities Oversight Team is primarily responsible for performing surveillance and oversight for sales and trading activities for ISG Sales and Trading The team is responsible for reviewing the businesses supervisory processes and practices The team will develop and execute plans to remediate potential issues Primary Responsibilities This individual will perform surveillance and oversight for ISG Sales and Trading focusing on Equity products Candidate must be able to understand complex situations and apply judgment to identify and resolve issues in a timely manner Review sales and trading activity for possible for and or regulatory violations Work with the Business to remediate findings Identify gaps in surveillance coverage models and reports Design and enhance applicable surveillance reviews Assist technology with the design and implementation of new reviews Maintain procedures for surveillance reviews Assist in regulatory reviews audits and other examinations Assist in the design and maintenance of written supervisory procedures as prescribed in FINRA Rules and and applicable Exchange rulesQUALIFICATIONSSkills required Minimum seven years of compliance experience in the financial services industry or an SRO Knowledge of broker dealer regulatory compliance including FINRA SEC CFTC and Exchange specific regulation Strong data analysis technology and project management skills,Equity Trade Surveillance and Oversight Vice President,https://ms.taleo.net/careersection/2/moresearch.ftl;jsessionid=4arnSxY8eNOOwoalVDMb6HPp4TBIYniVT83doaA4x_4pWQjKFxkl!-497835726
